MD,Inc,Azi
2729,18.54,154.36
2730,18.55,154.35
2731,18.56,154.35
2732,18.57,154.35
2733,18.58,154.35
2734,18.59,154.38
2735,18.61,154.41
2736,18.63,154.4
2737,18.64,154.38
2738,18.66,154.39
2739,18.66,154.4
2740,18.64,154.4
2741,18.63,154.38
2742,18.62,154.38
2743,18.63,154.39
2744,18.63,154.39
2745,18.63,154.39
2746,18.64,154.42
2747,18.65,154.43
2748,18.65,154.44
2749,18.65,154.47
2750,18.65,154.49
2751,18.64,154.5
2752,18.63,154.5
2753,18.61,154.47
2754,18.59,154.45
2755,18.58,154.46
2756,18.57,154.49
2757,18.57,154.53
2758,18.57,154.56
2759,18.57,154.58
2760,18.55,154.58
2761,18.52,154.59
2762,18.5,154.57
2763,18.49,154.55
2764,18.47,154.55
2765,18.44,154.58
2766,18.42,154.59
2767,18.41,154.61
2768,18.41,154.63
2769,18.41,154.67
2770,18.4,154.7
2771,18.4,154.71
2772,18.4,154.75
2773,18.4,154.77
2774,18.39,154.78
2775,18.39,154.77
2776,18.38,154.77
2777,18.37,154.79
2778,18.37,154.8
2779,18.37,154.81
2780,18.36,154.81
2781,18.35,154.81
2782,18.34,154.82
2783,18.34,154.83
2784,18.34,154.84
2785,18.33,154.83
2786,18.31,154.81
2787,18.3,154.81
2788,18.31,154.82
2789,18.32,154.84
2790,18.34,154.88
2791,18.35,154.9
2792,18.35,154.92
2793,18.35,154.92
2794,18.34,154.92
2795,18.35,154.92
2796,18.36,154.91
2797,18.36,154.9
2798,18.36,154.91
2799,18.37,154.93
2800,18.37,154.92
2801,18.37,154.91
2802,18.38,154.94
2803,18.39,154.98
2804,18.4,155.03
2805,18.4,155.06
2806,18.4,155.06
2807,18.38,155.03
2808,18.37,155.03
2809,18.38,155.04
2810,18.37,155.02
2811,18.37,155.01
2812,18.38,155.06
2813,18.39,155.1
2814,18.39,155.1
2815,18.39,155.08
2816,18.4,155.1
2817,18.4,155.13
2818,18.4,155.13
2819,18.4,155.09
2820,18.41,155.07
2821,18.41,155.07
2822,18.41,155.06
2823,18.41,155.07
2824,18.41,155.08
2825,18.41,155.1
2826,18.41,155.11
2827,18.39,155.12
2828,18.38,155.1
2829,18.37,155.08
2830,18.37,155.06
2831,18.38,155.07
2832,18.39,155.11
2833,18.4,155.16
2834,18.39,155.19
2835,18.39,155.21
2836,18.39,155.24
2837,18.39,155.27
2838,18.38,155.3
2839,18.38,155.32
2840,18.38,155.35
2841,18.39,155.37
2842,18.39,155.38
2843,18.39,155.4
2844,18.38,155.41
2845,18.37,155.42
2846,18.37,155.42
2847,18.36,155.42
2848,18.35,155.42
2849,18.35,155.43
2850,18.35,155.45
2851,18.35,155.47
2852,18.34,155.47
2853,18.33,155.47
2854,18.34,155.47
2855,18.34,155.49
2856,18.34,155.52
2857,18.34,155.55
2858,18.34,155.56
2859,18.34,155.55
2860,18.33,155.56
2861,18.34,155.59
2862,18.35,155.64
2863,18.35,155.66
2864,18.35,155.67
2865,18.35,155.67
2866,18.36,155.69
2867,18.37,155.68
2868,18.37,155.68
2869,18.38,155.72
2870,18.39,155.75
2871,18.4,155.72
2872,18.4,155.7
2873,18.4,155.7
2874,18.4,155.7
2875,18.4,155.72
2876,18.39,155.73
2877,18.38,155.76
2878,18.37,155.78
2879,18.36,155.78
2880,18.36,155.78
2881,18.34,155.77
2882,18.33,155.76
2883,18.33,155.74
2884,18.33,155.74
2885,18.34,155.76
2886,18.35,155.77
2887,18.36,155.81
2888,18.37,155.85
2889,18.37,155.85
2890,18.36,155.84
2891,18.35,155.81
2892,18.35,155.79
2893,18.35,155.8
2894,18.35,155.81
2895,18.36,155.81
2896,18.36,155.82
2897,18.37,155.83
2898,18.38,155.82
2899,18.4,155.83
2900,18.41,155.88
2901,18.41,155.88
2902,18.41,155.85
2903,18.39,155.83
2904,18.38,155.81
2905,18.38,155.79
2906,18.38,155.79
2907,18.38,155.8
2908,18.38,155.83
2909,18.39,155.83
2910,18.39,155.81
2911,18.4,155.83
2912,18.4,155.86
2913,18.39,155.87
2914,18.38,155.86
2915,18.38,155.86
2916,18.4,155.87
2917,18.4,155.88
2918,18.4,155.89
2919,18.41,155.9
2920,18.43,155.89
2921,18.43,155.89
2922,18.45,155.89
2923,18.46,155.92
2924,18.46,155.95
2925,18.46,155.96
2926,18.46,155.97
2927,18.46,155.97
2928,18.46,156
2929,18.46,156.02
2930,18.45,156.01
2931,18.45,156.01
2932,18.45,156
2933,18.44,155.98
2934,18.44,155.97
2935,18.45,155.99
2936,18.46,156
2937,18.46,155.98
2938,18.45,156
2939,18.44,156.02
2940,18.42,156.05
2941,18.41,156.07
2942,18.41,156.08
2943,18.41,156.09
2944,18.42,156.06
2945,18.42,156.02
2946,18.43,156.02
2947,18.44,156.03
2948,18.44,156.02
2949,18.43,156
2950,18.43,155.99
2951,18.44,156.01
2952,18.44,156.01
2953,18.43,155.99
2954,18.42,155.99
2955,18.42,155.99
2956,18.41,155.99
2957,18.39,155.99
2958,18.37,155.97
2959,18.34,155.94
2960,18.33,155.94
2961,18.32,155.96
2962,18.3,155.97
2963,18.28,155.98
2964,18.27,156.01
2965,18.27,156.03
2966,18.27,156.08
2967,18.28,156.17
2968,18.29,156.18
2969,18.28,156.15
2970,18.28,156.15
2971,18.28,156.17
2972,18.27,156.18
2973,18.27,156.18
2974,18.26,156.16
2975,18.26,156.16
2976,18.26,156.17
2977,18.26,156.16
2978,18.26,156.18
2979,18.26,156.22
2980,18.26,156.25
2981,18.25,156.27
2982,18.25,156.29
2983,18.24,156.32
2984,18.24,156.33
2985,18.23,156.35
2986,18.21,156.37
2987,18.2,156.39
2988,18.18,156.41
2989,18.16,156.45
2990,18.15,156.49
2991,18.14,156.5
2992,18.12,156.52
2993,18.08,156.53
2994,18.03,156.5
2995,17.96,156.5
2996,17.9,156.52
2997,17.88,156.58
2998,17.87,156.67
2999,17.87,156.75
3000,17.88,156.82
3001,17.89,156.86
3002,17.89,156.86
3003,17.9,156.88
3004,17.89,156.9
3005,17.88,156.9
3006,17.87,156.9
3007,17.87,156.92
3008,17.87,156.97
3009,17.87,157.04
3010,17.86,157.08
3011,17.85,157.08
3012,17.86,157.11
3013,17.85,157.16
3014,17.84,157.16
3015,17.84,157.17
3016,17.84,157.19
3017,17.83,157.17
3018,17.83,157.18
3019,17.83,157.22
3020,17.83,157.23
3021,17.83,157.23
3022,17.82,157.21
3023,17.82,157.2
3024,17.83,157.23
3025,17.83,157.28
3026,17.84,157.32
3027,17.86,157.36
3028,17.87,157.37
3029,17.88,157.35
3030,17.89,157.35
3031,17.92,157.4
3032,17.94,157.42
3033,17.94,157.41
3034,17.94,157.43
3035,17.93,157.4
3036,17.92,157.35
3037,17.9,157.35
3038,17.88,157.38
3039,17.87,157.42
3040,17.87,157.46
3041,17.87,157.49
3042,17.86,157.5
3043,17.86,157.49
3044,17.87,157.48
3045,17.87,157.48
3046,17.88,157.49
3047,17.88,157.5
3048,17.9,157.52
3049,17.9,157.54
3050,17.9,157.56
3051,17.89,157.57
3052,17.9,157.58
3053,17.91,157.59
3054,17.91,157.62
3055,17.92,157.64
3056,17.94,157.65
3057,17.96,157.64
3058,17.97,157.66
3059,17.99,157.68
3060,18,157.71
3061,18.01,157.73
3062,18.03,157.74
3063,18.05,157.77
3064,18.06,157.81
3065,18.08,157.84
3066,18.09,157.86
3067,18.09,157.86
3068,18.11,157.87
3069,18.13,157.87
3070,18.14,157.86
3071,18.15,157.88
3072,18.17,157.92
3073,18.17,157.93
3074,18.18,157.96
3075,18.2,157.98
3076,18.2,158
3077,18.21,158.05
3078,18.22,158.11
3079,18.23,158.11
3080,18.23,158.1
3081,18.23,158.07
3082,18.23,158.04
3083,18.23,158.02
3084,18.22,157.99
3085,18.21,157.98
3086,18.2,158
3087,18.2,158.03
3088,18.2,158.04
3089,18.2,158.04
3090,18.21,158.05
3091,18.22,158.07
3092,18.22,158.05
3093,18.23,158.05
3094,18.25,158.06
3095,18.25,158.05
3096,18.26,158.04
3097,18.26,158.04
3098,18.27,158.04
3099,18.28,158.05
3100,18.27,158.07
3101,18.27,158.08
3102,18.27,158.09
3103,18.27,158.07
3104,18.27,158.05
3105,18.27,158.05
3106,18.27,158.06
3107,18.27,158.06
3108,18.28,158.06
3109,18.31,158.13
3110,18.33,158.17
3111,18.32,158.12
3112,18.31,158.08
3113,18.32,158.09
3114,18.33,158.1
3115,18.34,158.09
3116,18.35,158.07
3117,18.36,158.07
3118,18.37,158.08
3119,18.39,158.09
3120,18.4,158.09
3121,18.41,158.11
3122,18.43,158.15
3123,18.42,158.15
3124,18.42,158.16
3125,18.43,158.21
3126,18.44,158.24
3127,18.44,158.25
3128,18.43,158.26
3129,18.44,158.28
3130,18.44,158.29
3131,18.44,158.29
3132,18.44,158.29
3133,18.45,158.32
3134,18.45,158.35
3135,18.45,158.32
3136,18.44,158.32
3137,18.46,158.36
3138,18.48,158.37
3139,18.48,158.34
3140,18.48,158.34
3141,18.5,158.39
3142,18.5,158.42
3143,18.51,158.41
3144,18.52,158.42
3145,18.54,158.47
3146,18.54,158.49
3147,18.54,158.49
3148,18.54,158.55
3149,18.55,158.62
3150,18.54,158.63
3151,18.53,158.59
3152,18.54,158.6
3153,18.56,158.63
3154,18.57,158.63
3155,18.59,158.64
3156,18.61,158.67
3157,18.61,158.64
3158,18.63,158.64
3159,18.65,158.67
3160,18.65,158.67
3161,18.65,158.69
3162,18.66,158.73
3163,18.68,158.76
3164,18.68,158.75
3165,18.67,158.73
3166,18.68,158.76
3167,18.68,158.79
3168,18.68,158.78
3169,18.69,158.79
3170,18.7,158.82
3171,18.72,158.83
3172,18.72,158.8
3173,18.72,158.78
3174,18.73,158.81
3175,18.75,158.85
3176,18.76,158.86
3177,18.77,158.86
3178,18.78,158.89
3179,18.79,158.89
3180,18.78,158.84
3181,18.79,158.85
3182,18.81,158.89
3183,18.82,158.92
3184,18.83,158.93
3185,18.83,158.93
3186,18.84,158.94
3187,18.86,158.95
3188,18.85,158.93
3189,18.83,158.88
3190,18.77,158.77
3191,18.71,158.69
3192,18.7,158.72
3193,18.71,158.8
3194,18.73,158.89
3195,18.76,158.95
3196,18.78,159.02
3197,18.8,159.06
3198,18.82,159.07
3199,18.84,159.08
3200,18.86,159.09
3201,18.87,159.09
3202,18.88,159.09
3203,18.9,159.11
3204,18.92,159.14
3205,18.93,159.16
3206,18.94,159.15
3207,18.94,159.11
3208,18.94,159.07
3209,18.93,159.03
3210,18.92,159
3211,18.9,158.96
3212,18.89,158.93
3213,18.9,158.94
3214,18.9,158.98
3215,18.92,159.01
3216,18.92,159.03
3217,18.91,159.02
3218,18.9,159
3219,18.88,158.97
3220,18.89,158.98
3221,18.9,159.04
3222,18.92,159.09
3223,18.94,159.18
3224,18.97,159.26
3225,18.98,159.26
3226,18.98,159.22
3227,18.96,159.14
3228,18.96,159.06
3229,18.98,159.05
3230,19,159.08
3231,19.03,159.1
3232,19.04,159.11
3233,19.06,159.13
3234,19.07,159.17
3235,19.08,159.2
3236,19.1,159.25
3237,19.12,159.3
3238,19.13,159.32
3239,19.13,159.34
3240,19.15,159.41
3241,19.16,159.46
3242,19.16,159.49
3243,19.18,159.54
3244,19.2,159.57
3245,19.2,159.58
3246,19.2,159.59
3247,19.21,159.61
3248,19.21,159.63
3249,19.22,159.64
3250,19.22,159.64
3251,19.22,159.64
3252,19.23,159.66
3253,19.23,159.67
3254,19.24,159.67
3255,19.24,159.67
3256,19.26,159.68
3257,19.26,159.67
3258,19.26,159.68
3259,19.27,159.7
3260,19.28,159.7
3261,19.29,159.7
3262,19.29,159.7
3263,19.3,159.71
3264,19.31,159.71
3265,19.31,159.7
3266,19.32,159.72
3267,19.32,159.76
3268,19.33,159.76
3269,19.32,159.74
3270,19.31,159.7
3271,19.3,159.7
3272,19.3,159.73
3273,19.31,159.77
3274,19.32,159.83
3275,19.33,159.85
3276,19.34,159.85
3277,19.36,159.87
3278,19.35,159.84
3279,19.34,159.81
3280,19.35,159.8
3281,19.35,159.79
3282,19.34,159.79
3283,19.34,159.81
3284,19.35,159.84
3285,19.36,159.87
3286,19.37,159.88
3287,19.38,159.89
3288,19.39,159.87
3289,19.39,159.86
3290,19.38,159.84
3291,19.38,159.84
3292,19.39,159.86
3293,19.38,159.88
3294,19.37,159.83
3295,19.35,159.8
3296,19.36,159.84
3297,19.36,159.86
3298,19.37,159.86
3299,19.38,159.88
3300,19.4,159.92
3301,19.41,159.93
3302,19.42,159.94
3303,19.42,159.94
3304,19.43,159.97
3305,19.45,160
3306,19.46,160.01
3307,19.47,160.01
3308,19.48,160
3309,19.5,159.99
3310,19.51,160.01
3311,19.52,160.03
3312,19.54,160.04
3313,19.56,160.05
3314,19.59,160.09
3315,19.61,160.1
3316,19.61,160.07
3317,19.61,160.06
3318,19.62,160.07
3319,19.62,160.07
3320,19.62,160.06
3321,19.63,160.08
3322,19.64,160.1
3323,19.65,160.15
3324,19.66,160.19
3325,19.68,160.23
3326,19.7,160.25
3327,19.72,160.26
3328,19.73,160.26
3329,19.75,160.26
3330,19.77,160.28
3331,19.79,160.28
3332,19.8,160.29
3333,19.81,160.31
3334,19.83,160.34
3335,19.83,160.33
3336,19.84,160.31
3337,19.85,160.32
3338,19.86,160.37
3339,19.87,160.38
3340,19.87,160.35
3341,19.87,160.34
3342,19.88,160.34
3343,19.89,160.33
3344,19.9,160.33
3345,19.9,160.33
3346,19.92,160.33
3347,19.93,160.35
3348,19.94,160.34
3349,19.95,160.32
3350,19.96,160.32
3351,19.97,160.34
3352,19.99,160.36
3353,20,160.34
3354,20.01,160.3
3355,20.02,160.3
3356,20.03,160.33
3357,20.05,160.38
3358,20.07,160.41
3359,20.08,160.41
3360,20.08,160.41
3361,20.09,160.44
3362,20.11,160.47
3363,20.12,160.45
3364,20.12,160.4
3365,20.12,160.36
3366,20.14,160.36
3367,20.15,160.38
3368,20.15,160.36
3369,20.15,160.35
3370,20.16,160.37
3371,20.17,160.37
3372,20.18,160.36
3373,20.2,160.37
3374,20.22,160.37
3375,20.22,160.36
3376,20.22,160.34
3377,20.24,160.34
3378,20.26,160.37
3379,20.27,160.38
3380,20.28,160.38
3381,20.29,160.41
3382,20.31,160.43
3383,20.3,160.41
3384,20.29,160.39
3385,20.29,160.39
3386,20.3,160.41
3387,20.31,160.43
3388,20.31,160.41
3389,20.32,160.4
3390,20.34,160.43
3391,20.34,160.44
3392,20.34,160.44
3393,20.36,160.46
3394,20.39,160.47
3395,20.4,160.47
3396,20.42,160.49
3397,20.43,160.5
3398,20.44,160.5
3399,20.46,160.5
3400,20.48,160.5
3401,20.5,160.51
3402,20.54,160.53
3403,20.56,160.55
3404,20.58,160.56
3405,20.59,160.57
3406,20.6,160.58
3407,20.62,160.59
3408,20.64,160.59
3409,20.65,160.6
3410,20.65,160.59
3411,20.65,160.57
3412,20.67,160.56
3413,20.69,160.57
3414,20.71,160.59
3415,20.72,160.6
3416,20.72,160.58
3417,20.73,160.58
3418,20.75,160.62
3419,20.77,160.65
3420,20.78,160.65
3421,20.78,160.63
3422,20.78,160.63
3423,20.8,160.66
3424,20.8,160.65
3425,20.8,160.61
3426,20.8,160.59
3427,20.82,160.6
3428,20.84,160.62
3429,20.86,160.63
3430,20.88,160.62
3431,20.88,160.62
3432,20.88,160.6
3433,20.88,160.58
3434,20.9,160.62
3435,20.93,160.66
3436,20.93,160.66
3437,20.92,160.64
3438,20.91,160.61
3439,20.92,160.62
3440,20.93,160.64
3441,20.92,160.64
3442,20.91,160.62
3443,20.91,160.61
3444,20.91,160.62
3445,20.92,160.66
3446,20.94,160.69
3447,20.95,160.69
3448,20.96,160.69
3449,20.97,160.69
3450,20.98,160.72
3451,20.99,160.73
3452,21,160.74
3453,21.01,160.75
3454,21.01,160.74
3455,21.02,160.73
3456,21.02,160.76
3457,21.02,160.76
3458,21.03,160.76
3459,21.04,160.8
3460,21.05,160.83
3461,21.05,160.83
3462,21.04,160.81
3463,21.05,160.78
3464,21.05,160.77
3465,21.05,160.76
3466,21.07,160.77
3467,21.08,160.79
3468,21.09,160.77
3469,21.1,160.77
3470,21.1,160.79
3471,21.1,160.79
3472,21.13,160.8
3473,21.15,160.81
3474,21.15,160.79
3475,21.15,160.79
3476,21.14,160.79
3477,21.15,160.8
3478,21.19,160.87
3479,21.22,160.91
3480,21.24,160.9
3481,21.26,160.91
3482,21.28,160.92
3483,21.3,160.92
3484,21.33,160.9
3485,21.35,160.9
3486,21.38,160.9
3487,21.4,160.88
3488,21.43,160.87
3489,21.46,160.89
3490,21.49,160.9
3491,21.51,160.9
3492,21.53,160.88
3493,21.56,160.89
3494,21.58,160.89
3495,21.6,160.88
3496,21.61,160.88
3497,21.62,160.87
3498,21.64,160.89
3499,21.65,160.93
3500,21.65,160.96
3501,21.64,160.95
3502,21.61,160.89
3503,21.6,160.88
3504,21.6,160.92
3505,21.61,160.97
3506,21.62,161.03
3507,21.63,161.07
3508,21.64,161.07
3509,21.66,161.06
3510,21.68,161.07
3511,21.7,161.08
3512,21.71,161.09
3513,21.73,161.09
3514,21.75,161.06
3515,21.78,161.04
3516,21.8,161.04
3517,21.83,161.05
3518,21.86,161.06
3519,21.88,161.05
3520,21.9,161.05
3521,21.9,161.02
3522,21.9,161.01
3523,21.91,161.01
3524,21.92,161.02
3525,21.92,161.02
3526,21.92,160.98
3527,21.93,160.94
3528,21.94,160.96
3529,21.94,160.98
3530,21.93,161
3531,21.94,161.02
3532,21.95,161.05
3533,21.96,161.07
3534,21.94,161.06
3535,21.93,161.05
3536,21.93,161.08
3537,21.92,161.1
3538,21.92,161.09
3539,21.93,161.11
3540,21.94,161.13
3541,21.93,161.11
3542,21.92,161.07
3543,21.93,161.07
3544,21.95,161.1
3545,21.96,161.11
3546,21.96,161.08
3547,21.97,161.05
3548,21.98,161.03
3549,21.99,160.99
3550,22,160.96
3551,22.02,160.96
3552,22.03,160.96
3553,22.05,160.96
3554,22.07,160.96
3555,22.09,160.97
3556,22.1,160.98
3557,22.13,160.97
3558,22.15,160.97
3559,22.17,160.99
3560,22.18,161.02
3561,22.2,161.02
3562,22.22,161
3563,22.23,160.99
3564,22.25,160.98
3565,22.26,160.99
3566,22.26,160.98
3567,22.27,160.93
3568,22.28,160.94
3569,22.3,160.93
3570,22.31,160.88
3571,22.31,160.88
3572,22.31,160.89
3573,22.33,160.89
3574,22.35,160.9
3575,22.36,160.89
3576,22.39,160.89
3577,22.41,160.9
3578,22.41,160.92
3579,22.4,160.92
3580,22.39,160.93
3581,22.41,160.94
3582,22.41,160.94
3583,22.41,160.92
3584,22.43,160.9
3585,22.44,160.91
3586,22.45,160.9
3587,22.46,160.89
3588,22.46,160.9
3589,22.47,160.9
3590,22.47,160.89
3591,22.46,160.86
3592,22.46,160.86
3593,22.48,160.86
3594,22.5,160.86
3595,22.53,160.86
3596,22.54,160.87
3597,22.54,160.88
3598,22.53,160.87
3599,22.55,160.87
3600,22.56,160.91
3601,22.55,160.94
3602,22.53,160.92
3603,22.53,160.89
3604,22.55,160.95
3605,22.55,160.96
3606,22.54,160.88
3607,22.56,160.85
3608,22.58,160.89
3609,22.57,160.89
3610,22.56,160.85
3611,22.57,160.85
3612,22.59,160.88
3613,22.59,160.88
3614,22.59,160.83
3615,22.6,160.82
3616,22.62,160.84
3617,22.63,160.85
3618,22.62,160.81
3619,22.64,160.79
3620,22.66,160.84
3621,22.66,160.86
3622,22.65,160.81
3623,22.65,160.79
3624,22.67,160.8
3625,22.68,160.79
3626,22.69,160.75
3627,22.7,160.75
3628,22.71,160.76
3629,22.72,160.73
3630,22.73,160.7
3631,22.76,160.69
3632,22.78,160.7
3633,22.79,160.67
3634,22.81,160.63
3635,22.82,160.66
3636,22.8,160.69
3637,22.79,160.67
3638,22.79,160.67
3639,22.79,160.7
3640,22.78,160.68
3641,22.77,160.65
3642,22.79,160.64
3643,22.8,160.66
3644,22.81,160.65
3645,22.82,160.63
3646,22.83,160.63
3647,22.84,160.63
3648,22.85,160.62
3649,22.87,160.59
3650,22.89,160.6
3651,22.91,160.62
3652,22.91,160.63
3653,22.92,160.62
3654,22.94,160.61
3655,22.94,160.62
3656,22.94,160.6
3657,22.95,160.58
3658,22.96,160.59
3659,22.97,160.6
3660,22.98,160.59
3661,22.99,160.56
3662,23,160.57
3663,23,160.56
3664,23,160.55
3665,23.01,160.56
3666,23.02,160.59
3667,23.03,160.62
3668,23.03,160.66
3669,23.03,160.7
3670,23.04,160.75
3671,23.04,160.78
3672,23.05,160.76
3673,23.06,160.77
3674,23.07,160.8
3675,23.09,160.83
3676,23.1,160.83
3677,23.08,160.83
3678,23.03,160.78
3679,22.99,160.7
3680,22.98,160.65
3681,22.99,160.67
3682,23.01,160.68
3683,23.01,160.66
3684,23.02,160.63
3685,23.04,160.61
3686,23.05,160.59
3687,23.06,160.57
3688,23.07,160.58
3689,23.07,160.61
3690,23.07,160.64
3691,23.07,160.63
3692,23.08,160.62
3693,23.09,160.64
3694,23.1,160.67
3695,23.1,160.69
3696,23.11,160.68
3697,23.12,160.68
3698,23.13,160.67
3699,23.13,160.65
3700,23.14,160.64
3701,23.16,160.67
3702,23.18,160.69
3703,23.18,160.69
3704,23.18,160.67
3705,23.18,160.66
3706,23.16,160.66
3707,23.16,160.62
3708,23.18,160.59
3709,23.22,160.61
3710,23.25,160.62
3711,23.27,160.62
3712,23.28,160.59
3713,23.29,160.54
3714,23.31,160.53
3715,23.34,160.56
3716,23.36,160.6
3717,23.35,160.63
3718,23.3,160.63
3719,23.27,160.63
3720,23.26,160.67
3721,23.29,160.7
3722,23.33,160.74
3723,23.35,160.76
3724,23.37,160.74
3725,23.4,160.75
3726,23.43,160.75
3727,23.46,160.75
3728,23.48,160.77
3729,23.49,160.74
3730,23.51,160.75
3731,23.53,160.77
3732,23.54,160.75
3733,23.55,160.74
3734,23.56,160.72
3735,23.58,160.7
3736,23.6,160.69
3737,23.61,160.67
3738,23.62,160.68
3739,23.63,160.67
3740,23.66,160.69
3741,23.67,160.67
3742,23.69,160.66
3743,23.71,160.7
3744,23.73,160.72
3745,23.75,160.72
3746,23.77,160.71
3747,23.79,160.7
3748,23.81,160.72
3749,23.83,160.74
3750,23.84,160.75
3751,23.85,160.77
3752,23.86,160.8
3753,23.88,160.81
3754,23.9,160.82
3755,23.9,160.83
3756,23.88,160.83
3757,23.85,160.78
3758,23.83,160.7
3759,23.83,160.67
3760,23.84,160.69
3761,23.85,160.69
3762,23.87,160.68
3763,23.9,160.7
3764,23.92,160.72
3765,23.93,160.75
3766,23.96,160.81
3767,23.98,160.88
3768,23.99,160.88
3769,23.99,160.85
3770,24,160.84
3771,24.01,160.87
3772,24.03,160.93
3773,24.03,160.97
3774,24.04,160.98
3775,24.06,160.99
3776,24.07,160.97
3777,24.09,160.93
3778,24.11,160.94
3779,24.12,160.97
3780,24.13,160.99
3781,24.13,161
3782,24.14,161
3783,24.14,161
3784,24.15,161
3785,24.15,160.98
3786,24.15,160.98
3787,24.15,161
3788,24.15,161.03
3789,24.14,161.04
3790,24.13,161.04
3791,24.12,161.08
3792,24.12,161.13
3793,24.11,161.15
3794,24.11,161.17
3795,24.1,161.21
3796,24.1,161.22
3797,24.11,161.25
3798,24.14,161.34
3799,24.17,161.4
3800,24.18,161.39
3801,24.18,161.37
3802,24.2,161.43
3803,24.24,161.49
3804,24.27,161.49
3805,24.28,161.5
3806,24.3,161.53
3807,24.33,161.58
3808,24.36,161.6
3809,24.39,161.62
3810,24.42,161.67
3811,24.46,161.71
3812,24.49,161.69
3813,24.51,161.68
3814,24.53,161.74
3815,24.55,161.79
3816,24.58,161.82
3817,24.59,161.83
3818,24.59,161.84
3819,24.61,161.84
3820,24.62,161.85
3821,24.63,161.89
3822,24.63,161.92
3823,24.65,161.95
3824,24.66,161.94
3825,24.66,161.9
3826,24.67,161.94
3827,24.68,161.99
3828,24.69,162.03
3829,24.69,162.03
3830,24.7,162.04
3831,24.72,162.07
3832,24.72,162.07
3833,24.73,162.1
3834,24.74,162.16
3835,24.76,162.23
3836,24.78,162.29
3837,24.79,162.29
3838,24.8,162.28
3839,24.81,162.3
3840,24.82,162.29
3841,24.83,162.32
3842,24.84,162.35
3843,24.84,162.33
3844,24.85,162.36
3845,24.86,162.37
3846,24.87,162.38
3847,24.88,162.42
3848,24.9,162.46
3849,24.92,162.47
3850,24.94,162.47
3851,24.96,162.53
3852,25,162.58
3853,25.02,162.6
3854,25.04,162.61
3855,25.06,162.61
3856,25.09,162.63
3857,25.11,162.64
3858,25.12,162.66
3859,25.14,162.68
3860,25.16,162.7
3861,25.17,162.68
3862,25.18,162.66
3863,25.19,162.7
3864,25.21,162.75
3865,25.22,162.74
3866,25.21,162.7
3867,25.2,162.69
3868,25.21,162.73
3869,25.22,162.77
3870,25.22,162.81
3871,25.23,162.83
3872,25.24,162.83
3873,25.25,162.83
3874,25.25,162.85
3875,25.26,162.91
3876,25.28,162.99
3877,25.3,163.03
3878,25.33,163.08
3879,25.36,163.13
3880,25.38,163.14
3881,25.4,163.15
3882,25.42,163.19
3883,25.44,163.2
3884,25.46,163.21
3885,25.49,163.22
3886,25.51,163.23
3887,25.52,163.23
3888,25.52,163.22
3889,25.53,163.24
3890,25.55,163.25
3891,25.56,163.24
3892,25.57,163.28
3893,25.58,163.34
3894,25.6,163.36
3895,25.61,163.36
3896,25.63,163.37
3897,25.65,163.41
3898,25.67,163.43
3899,25.68,163.41
3900,25.69,163.42
3901,25.71,163.47
3902,25.73,163.48
3903,25.74,163.48
3904,25.76,163.5
3905,25.78,163.53
3906,25.81,163.56
3907,25.82,163.55
3908,25.82,163.55
3909,25.84,163.58
3910,25.86,163.59
3911,25.87,163.57
3912,25.89,163.58
3913,25.91,163.6
3914,25.93,163.6
3915,25.94,163.61
3916,25.95,163.62
3917,25.97,163.65
3918,25.99,163.66
3919,26,163.66
3920,26,163.64
3921,26.01,163.62
3922,26.02,163.61
3923,26.02,163.6
3924,26.01,163.58
3925,26.02,163.6
3926,26.04,163.65
3927,26.05,163.67
3928,26.06,163.69
3929,26.07,163.7
3930,26.08,163.72
3931,26.09,163.68
3932,26.1,163.65
3933,26.12,163.68
3934,26.14,163.67
3935,26.13,163.65
3936,26.13,163.66
3937,26.13,163.7
3938,26.15,163.72
3939,26.16,163.72
3940,26.15,163.71
3941,26.14,163.7
3942,26.14,163.71
3943,26.16,163.71
3944,26.16,163.7
3945,26.16,163.7
3946,26.17,163.7
3947,26.17,163.7
3948,26.18,163.7
3949,26.18,163.69
3950,26.19,163.68
3951,26.2,163.66
3952,26.21,163.65
3953,26.22,163.67
3954,26.23,163.67
3955,26.24,163.68
3956,26.26,163.7
3957,26.29,163.69
3958,26.32,163.68
3959,26.35,163.68
3960,26.36,163.69
3961,26.36,163.69
3962,26.34,163.66
3963,26.32,163.66
3964,26.33,163.67
3965,26.35,163.67
3966,26.37,163.69
3967,26.39,163.71
3968,26.41,163.71
3969,26.43,163.71
3970,26.44,163.71
3971,26.45,163.72
3972,26.46,163.72
3973,26.47,163.69
3974,26.49,163.68
3975,26.5,163.65
3976,26.51,163.66
3977,26.52,163.7
3978,26.53,163.73
3979,26.54,163.75
3980,26.55,163.76
3981,26.55,163.76
3982,26.55,163.78
3983,26.53,163.78
3984,26.5,163.73
3985,26.48,163.7
3986,26.48,163.7
3987,26.48,163.71
3988,26.5,163.73
3989,26.52,163.77
3990,26.54,163.79
3991,26.56,163.8
3992,26.59,163.82
3993,26.61,163.83
3994,26.63,163.82
3995,26.65,163.81
3996,26.68,163.82
3997,26.7,163.81
3998,26.72,163.8
3999,26.73,163.79
4000,26.73,163.78
4001,26.74,163.78
4002,26.75,163.78
4003,26.77,163.8
4004,26.78,163.83
4005,26.77,163.83
