MD,Inc,Azi
1452,18.26,150.93
1453,18.28,150.92
1454,18.31,150.92
1455,18.32,150.91
1456,18.34,150.9
1457,18.37,150.92
1458,18.4,150.94
1459,18.42,150.94
1460,18.45,150.95
1461,18.47,150.97
1462,18.5,150.98
1463,18.53,150.99
1464,18.56,151
1465,18.59,151.02
1466,18.62,151.04
1467,18.65,151.07
1468,18.68,151.09
1469,18.7,151.11
1470,18.73,151.13
1471,18.76,151.15
1472,18.79,151.17
1473,18.81,151.2
1474,18.83,151.21
1475,18.86,151.21
1476,18.88,151.22
1477,18.9,151.22
1478,18.92,151.22
1479,18.94,151.22
1480,18.96,151.23
1481,18.98,151.24
1482,19,151.22
1483,19.02,151.22
1484,19.04,151.22
1485,19.06,151.23
1486,19.07,151.24
1487,19.09,151.24
1488,19.12,151.24
1489,19.14,151.25
1490,19.16,151.26
1491,19.18,151.26
1492,19.2,151.27
1493,19.23,151.28
1494,19.25,151.29
1495,19.28,151.3
1496,19.31,151.31
1497,19.35,151.32
1498,19.38,151.32
1499,19.41,151.33
1500,19.45,151.34
1501,19.49,151.36
1502,19.53,151.38
1503,19.57,151.4
1504,19.61,151.42
1505,19.66,151.45
1506,19.7,151.48
1507,19.74,151.5
1508,19.77,151.51
1509,19.82,151.52
1510,19.87,151.53
1511,19.91,151.55
1512,19.96,151.58
1513,19.99,151.59
1514,20.04,151.61
1515,20.08,151.62
1516,20.11,151.63
1517,20.16,151.64
1518,20.19,151.66
1519,20.23,151.69
1520,20.26,151.7
1521,20.29,151.7
1522,20.33,151.72
1523,20.35,151.72
1524,20.37,151.68
1525,20.4,151.68
1526,20.43,151.7
1527,20.44,151.71
1528,20.46,151.68
1529,20.49,151.64
1530,20.5,151.61
1531,20.52,151.6
1532,20.55,151.59
1533,20.56,151.59
1534,20.57,151.6
1535,20.59,151.6
1536,20.61,151.6
1537,20.62,151.62
1538,20.64,151.65
1539,20.64,151.66
1540,20.63,151.64
1541,20.64,151.63
1542,20.65,151.62
1543,20.66,151.61
1544,20.67,151.58
1545,20.69,151.55
1546,20.7,151.54
1547,20.73,151.58
1548,20.76,151.62
1549,20.78,151.65
1550,20.81,151.68
1551,20.82,151.69
1552,20.83,151.7
1553,20.85,151.71
1554,20.87,151.71
1555,20.87,151.7
1556,20.87,151.69
1557,20.88,151.69
1558,20.89,151.69
1559,20.9,151.69
1560,20.9,151.69
1561,20.91,151.69
1562,20.92,151.69
1563,20.93,151.7
1564,20.94,151.7
1565,20.95,151.7
1566,20.95,151.69
1567,20.96,151.69
1568,20.98,151.72
1569,21,151.75
1570,21.01,151.75
1571,21.02,151.74
1572,21.03,151.77
1573,21.03,151.79
1574,21.03,151.78
1575,21.03,151.76
1576,21.03,151.74
1577,21.04,151.73
1578,21.04,151.7
1579,21.05,151.67
1580,21.06,151.68
1581,21.07,151.68
1582,21.09,151.69
1583,21.12,151.7
1584,21.14,151.71
1585,21.16,151.72
1586,21.17,151.73
1587,21.18,151.75
1588,21.2,151.75
1589,21.21,151.73
1590,21.22,151.72
1591,21.23,151.72
1592,21.24,151.7
1593,21.26,151.69
1594,21.27,151.7
1595,21.29,151.73
1596,21.31,151.76
1597,21.34,151.77
1598,21.37,151.79
1599,21.4,151.81
1600,21.42,151.81
1601,21.45,151.82
1602,21.47,151.85
1603,21.47,151.88
1604,21.46,151.88
1605,21.45,151.85
1606,21.44,151.83
1607,21.42,151.8
1608,21.42,151.79
1609,21.42,151.78
1610,21.44,151.78
1611,21.45,151.79
1612,21.46,151.8
1613,21.48,151.81
1614,21.5,151.83
1615,21.51,151.84
1616,21.52,151.85
1617,21.54,151.86
1618,21.56,151.86
1619,21.59,151.89
1620,21.61,151.91
1621,21.62,151.92
1622,21.63,151.92
1623,21.63,151.96
1624,21.61,151.99
1625,21.58,151.96
1626,21.57,151.93
1627,21.54,151.9
1628,21.51,151.87
1629,21.49,151.87
1630,21.46,151.83
1631,21.44,151.78
1632,21.43,151.75
1633,21.43,151.74
1634,21.45,151.73
1635,21.47,151.74
1636,21.49,151.76
1637,21.51,151.8
1638,21.53,151.84
1639,21.55,151.87
1640,21.57,151.88
1641,21.58,151.88
1642,21.58,151.88
1643,21.59,151.87
1644,21.58,151.86
1645,21.58,151.86
1646,21.58,151.85
1647,21.58,151.83
1648,21.57,151.81
1649,21.58,151.81
1650,21.59,151.82
1651,21.6,151.81
1652,21.6,151.8
1653,21.61,151.81
1654,21.62,151.81
1655,21.62,151.8
1656,21.63,151.8
1657,21.64,151.79
1658,21.65,151.78
1659,21.67,151.8
1660,21.68,151.81
1661,21.69,151.81
1662,21.7,151.81
1663,21.71,151.79
1664,21.72,151.78
1665,21.74,151.8
1666,21.76,151.81
1667,21.76,151.83
1668,21.76,151.86
1669,21.75,151.87
1670,21.73,151.83
1671,21.72,151.78
1672,21.71,151.73
1673,21.71,151.71
1674,21.73,151.72
1675,21.74,151.75
1676,21.75,151.79
1677,21.75,151.79
1678,21.75,151.79
1679,21.76,151.8
1680,21.77,151.81
1681,21.78,151.81
1682,21.79,151.81
1683,21.79,151.81
1684,21.79,151.83
1685,21.8,151.84
1686,21.81,151.84
1687,21.81,151.86
1688,21.81,151.86
1689,21.81,151.85
1690,21.8,151.83
1691,21.79,151.82
1692,21.79,151.81
1693,21.79,151.8
1694,21.79,151.79
1695,21.8,151.77
1696,21.8,151.77
1697,21.81,151.78
1698,21.82,151.78
1699,21.83,151.77
1700,21.84,151.77
1701,21.86,151.79
1702,21.88,151.81
1703,21.89,151.83
1704,21.9,151.84
1705,21.92,151.86
1706,21.93,151.87
1707,21.94,151.89
1708,21.95,151.92
1709,21.96,151.94
1710,21.97,151.96
1711,21.98,151.97
1712,21.98,151.98
1713,21.96,151.96
1714,21.94,151.92
1715,21.92,151.88
1716,21.9,151.82
1717,21.9,151.77
1718,21.9,151.76
1719,21.91,151.76
1720,21.93,151.77
1721,21.94,151.79
1722,21.96,151.81
1723,21.97,151.83
1724,21.98,151.86
1725,21.98,151.86
1726,21.99,151.87
1727,21.99,151.89
1728,22,151.9
1729,22,151.91
1730,22,151.89
1731,22,151.87
1732,22,151.86
1733,22,151.84
1734,21.99,151.82
1735,22,151.82
1736,22.01,151.82
1737,22.01,151.8
1738,22,151.78
1739,21.99,151.76
1740,21.99,151.74
1741,22,151.76
1742,22,151.78
1743,22.01,151.78
1744,22.01,151.79
1745,22.02,151.8
1746,22.02,151.8
1747,22.03,151.81
1748,22.04,151.86
1749,22.04,151.91
1750,22.02,151.95
1751,22.01,151.96
1752,22,151.95
1753,21.99,151.93
1754,21.97,151.87
1755,21.96,151.8
1756,21.97,151.75
1757,22,151.72
1758,22.02,151.71
1759,22.05,151.71
1760,22.07,151.73
1761,22.08,151.76
1762,22.09,151.77
1763,22.11,151.8
1764,22.12,151.84
1765,22.12,151.88
1766,22.09,151.88
1767,22.07,151.87
1768,22.06,151.9
1769,22.06,151.94
1770,22.05,151.98
1771,22.04,152
1772,22.05,152
1773,22.06,152
1774,22.06,151.99
1775,22.06,151.97
1776,22.05,151.95
1777,22.06,151.95
1778,22.06,151.94
1779,22.06,151.92
1780,22.06,151.91
1781,22.06,151.88
1782,22.06,151.86
1783,22.07,151.85
1784,22.08,151.84
1785,22.09,151.84
1786,22.09,151.84
1787,22.1,151.84
1788,22.11,151.84
1789,22.13,151.84
1790,22.13,151.85
1791,22.13,151.86
1792,22.13,151.87
1793,22.14,151.9
1794,22.14,151.91
1795,22.14,151.9
1796,22.14,151.9
1797,22.14,151.91
1798,22.16,151.93
1799,22.17,151.94
1800,22.18,151.94
1801,22.19,151.95
1802,22.19,151.96
1803,22.19,151.95
1804,22.19,151.95
1805,22.19,151.96
1806,22.2,151.97
1807,22.2,151.96
1808,22.2,151.95
1809,22.2,151.95
1810,22.21,151.95
1811,22.22,151.95
1812,22.22,151.95
1813,22.21,151.95
1814,22.21,151.96
1815,22.2,151.97
1816,22.2,151.96
1817,22.19,151.95
1818,22.19,151.94
1819,22.19,151.94
1820,22.18,151.93
1821,22.17,151.92
1822,22.18,151.92
1823,22.18,151.92
1824,22.18,151.91
1825,22.19,151.91
1826,22.19,151.91
1827,22.2,151.9
1828,22.21,151.91
1829,22.22,151.92
1830,22.22,151.92
1831,22.21,151.9
1832,22.2,151.89
1833,22.21,151.89
1834,22.22,151.9
1835,22.22,151.89
1836,22.22,151.87
1837,22.23,151.88
1838,22.22,151.88
1839,22.22,151.89
1840,22.2,151.92
1841,22.16,151.91
1842,22.13,151.87
1843,22.11,151.83
1844,22.09,151.81
1845,22.08,151.8
1846,22.07,151.8
1847,22.08,151.8
1848,22.09,151.82
1849,22.1,151.83
1850,22.11,151.84
1851,22.12,151.87
1852,22.14,151.9
1853,22.14,151.91
1854,22.15,151.93
1855,22.16,151.94
1856,22.16,151.94
1857,22.17,151.95
1858,22.17,151.96
1859,22.17,151.96
1860,22.17,151.95
1861,22.18,151.94
1862,22.2,151.96
1863,22.22,152
1864,22.24,152.04
1865,22.26,152.05
1866,22.26,152.06
1867,22.27,152.09
1868,22.28,152.11
1869,22.28,152.09
1870,22.26,152.06
1871,22.22,152.02
1872,22.2,151.98
1873,22.18,151.94
1874,22.16,151.91
1875,22.14,151.89
1876,22.11,151.86
1877,22.08,151.82
1878,22.07,151.79
1879,22.07,151.78
1880,22.09,151.79
1881,22.11,151.8
1882,22.13,151.83
1883,22.14,151.85
1884,22.15,151.86
1885,22.15,151.85
1886,22.14,151.85
1887,22.15,151.84
1888,22.15,151.84
1889,22.16,151.85
1890,22.17,151.86
1891,22.17,151.87
1892,22.17,151.88
1893,22.17,151.9
1894,22.16,151.91
1895,22.16,151.91
1896,22.16,151.92
1897,22.17,151.92
1898,22.17,151.92
1899,22.17,151.92
1900,22.17,151.92
1901,22.17,151.92
1902,22.18,151.93
1903,22.18,151.94
1904,22.17,151.96
1905,22.17,151.97
1906,22.16,151.97
1907,22.16,151.98
1908,22.15,151.98
1909,22.14,151.98
1910,22.12,151.96
1911,22.11,151.96
1912,22.1,151.96
1913,22.09,151.96
1914,22.09,151.97
1915,22.08,151.99
1916,22.06,152
1917,22.05,152
1918,22.03,151.98
1919,22.01,151.98
1920,21.99,151.96
1921,21.98,151.96
1922,21.97,151.97
1923,21.96,151.98
1924,21.95,151.98
1925,21.93,151.96
1926,21.91,151.93
1927,21.9,151.92
1928,21.9,151.93
1929,21.9,151.94
1930,21.89,151.95
1931,21.88,151.95
1932,21.88,151.96
1933,21.88,151.98
1934,21.88,152.01
1935,21.88,152.05
1936,21.87,152.08
1937,21.85,152.08
1938,21.84,152.06
1939,21.83,152.05
1940,21.82,152.04
1941,21.81,152.04
1942,21.81,152.04
1943,21.8,152.04
1944,21.8,152.04
1945,21.8,152.04
1946,21.8,152.05
1947,21.8,152.06
1948,21.8,152.06
1949,21.8,152.07
1950,21.8,152.08
1951,21.8,152.08
1952,21.79,152.07
1953,21.78,152.06
1954,21.78,152.06
1955,21.77,152.06
1956,21.77,152.05
1957,21.77,152.05
1958,21.76,152.06
1959,21.77,152.07
1960,21.77,152.08
1961,21.76,152.08
1962,21.76,152.06
1963,21.76,152.06
1964,21.76,152.06
1965,21.76,152.05
1966,21.77,152.05
1967,21.77,152.06
1968,21.77,152.06
1969,21.77,152.06
1970,21.76,152.06
1971,21.75,152.06
1972,21.75,152.06
1973,21.76,152.08
1974,21.76,152.1
1975,21.77,152.11
1976,21.77,152.12
1977,21.78,152.12
1978,21.78,152.13
1979,21.78,152.13
1980,21.78,152.14
1981,21.77,152.14
1982,21.76,152.13
1983,21.76,152.12
1984,21.76,152.12
1985,21.76,152.13
1986,21.76,152.13
1987,21.76,152.14
1988,21.76,152.14
1989,21.75,152.14
1990,21.74,152.15
1991,21.73,152.17
1992,21.73,152.18
1993,21.72,152.18
1994,21.7,152.18
1995,21.69,152.19
1996,21.68,152.2
1997,21.67,152.21
1998,21.66,152.21
1999,21.66,152.22
2000,21.65,152.23
2001,21.63,152.23
2002,21.62,152.23
2003,21.59,152.21
2004,21.57,152.18
2005,21.56,152.16
2006,21.54,152.18
2007,21.54,152.2
2008,21.53,152.23
2009,21.52,152.24
2010,21.5,152.24
2011,21.49,152.23
2012,21.47,152.22
2013,21.45,152.21
2014,21.43,152.2
2015,21.41,152.18
2016,21.4,152.16
2017,21.39,152.16
2018,21.38,152.18
2019,21.37,152.21
2020,21.37,152.23
2021,21.36,152.27
2022,21.36,152.31
2023,21.36,152.34
2024,21.35,152.38
2025,21.34,152.4
2026,21.31,152.4
2027,21.3,152.39
2028,21.3,152.39
2029,21.3,152.38
2030,21.29,152.37
2031,21.29,152.35
2032,21.29,152.34
2033,21.29,152.35
2034,21.28,152.36
2035,21.27,152.36
2036,21.26,152.36
2037,21.25,152.37
2038,21.25,152.37
2039,21.24,152.37
2040,21.23,152.37
2041,21.22,152.36
2042,21.2,152.35
2043,21.2,152.36
2044,21.2,152.38
2045,21.21,152.41
2046,21.22,152.46
2047,21.23,152.52
2048,21.23,152.52
2049,21.24,152.51
2050,21.24,152.51
2051,21.25,152.52
2052,21.26,152.55
2053,21.26,152.56
2054,21.27,152.54
2055,21.27,152.53
2056,21.28,152.53
2057,21.28,152.54
2058,21.28,152.53
2059,21.27,152.5
2060,21.25,152.47
2061,21.24,152.45
2062,21.24,152.44
2063,21.23,152.44
2064,21.21,152.44
2065,21.2,152.43
2066,21.18,152.39
2067,21.18,152.39
2068,21.18,152.41
2069,21.17,152.41
2070,21.17,152.41
2071,21.17,152.44
2072,21.18,152.47
2073,21.17,152.51
2074,21.17,152.54
2075,21.17,152.57
2076,21.16,152.58
2077,21.15,152.58
2078,21.14,152.59
2079,21.13,152.59
2080,21.12,152.6
2081,21.11,152.61
2082,21.1,152.61
2083,21.08,152.6
2084,21.05,152.6
2085,21.02,152.58
2086,21,152.57
2087,20.99,152.58
2088,20.98,152.6
2089,20.97,152.61
2090,20.95,152.61
2091,20.92,152.61
2092,20.91,152.61
2093,20.9,152.62
2094,20.89,152.62
2095,20.88,152.6
2096,20.86,152.59
2097,20.85,152.59
2098,20.84,152.59
2099,20.84,152.59
2100,20.83,152.59
2101,20.82,152.6
2102,20.82,152.61
2103,20.81,152.63
2104,20.81,152.65
2105,20.81,152.67
2106,20.8,152.68
2107,20.8,152.68
2108,20.81,152.7
2109,20.82,152.73
2110,20.82,152.75
2111,20.82,152.74
2112,20.82,152.74
2113,20.81,152.73
2114,20.8,152.72
2115,20.79,152.7
2116,20.78,152.67
2117,20.78,152.65
2118,20.78,152.66
2119,20.78,152.68
2120,20.79,152.69
2121,20.79,152.7
2122,20.78,152.73
2123,20.78,152.75
2124,20.78,152.77
2125,20.78,152.79
2126,20.78,152.78
2127,20.78,152.76
2128,20.77,152.74
2129,20.76,152.73
2130,20.75,152.7
2131,20.74,152.67
2132,20.74,152.65
2133,20.74,152.63
2134,20.73,152.62
2135,20.74,152.63
2136,20.74,152.63
2137,20.74,152.62
2138,20.75,152.63
2139,20.76,152.65
2140,20.77,152.66
2141,20.77,152.69
2142,20.77,152.71
2143,20.77,152.71
2144,20.77,152.72
2145,20.77,152.71
2146,20.76,152.69
2147,20.76,152.65
2148,20.76,152.63
2149,20.76,152.65
2150,20.76,152.69
2151,20.76,152.7
2152,20.77,152.69
2153,20.77,152.69
2154,20.77,152.72
2155,20.78,152.76
2156,20.78,152.78
2157,20.77,152.8
2158,20.77,152.8
2159,20.76,152.8
2160,20.75,152.82
2161,20.74,152.83
2162,20.73,152.85
2163,20.72,152.86
2164,20.71,152.88
2165,20.7,152.89
2166,20.68,152.92
2167,20.66,152.93
2168,20.65,152.95
2169,20.62,152.95
2170,20.6,152.93
2171,20.57,152.92
2172,20.52,152.89
2173,20.47,152.84
2174,20.45,152.82
2175,20.42,152.8
2176,20.4,152.8
2177,20.4,152.83
2178,20.4,152.88
2179,20.39,152.94
2180,20.38,152.99
2181,20.35,152.98
2182,20.33,152.96
2183,20.31,152.94
2184,20.3,152.92
2185,20.29,152.93
2186,20.3,152.94
2187,20.29,152.93
2188,20.29,152.95
2189,20.3,152.98
2190,20.3,153
2191,20.29,153.01
2192,20.28,153.02
2193,20.27,153.02
2194,20.25,153.02
2195,20.25,153.02
2196,20.26,153.02
2197,20.26,153.02
2198,20.25,153.02
2199,20.24,153.02
2200,20.23,153.01
2201,20.23,153.03
2202,20.25,153.06
2203,20.25,153.06
2204,20.25,153.05
2205,20.26,153.06
2206,20.27,153.07
2207,20.27,153.07
2208,20.28,153.06
2209,20.29,153.07
2210,20.3,153.09
2211,20.31,153.11
2212,20.32,153.12
2213,20.31,153.12
2214,20.29,153.1
2215,20.27,153.07
2216,20.26,153.07
2217,20.26,153.07
2218,20.26,153.06
2219,20.27,153.08
2220,20.27,153.1
2221,20.27,153.11
2222,20.27,153.11
2223,20.26,153.1
2224,20.27,153.08
2225,20.27,153.08
2226,20.27,153.09
2227,20.27,153.1
2228,20.28,153.12
2229,20.28,153.16
2230,20.28,153.2
2231,20.27,153.19
2232,20.27,153.19
2233,20.27,153.21
2234,20.27,153.22
2235,20.28,153.22
2236,20.27,153.21
2237,20.27,153.2
2238,20.26,153.22
2239,20.27,153.23
2240,20.27,153.26
2241,20.26,153.29
2242,20.26,153.31
2243,20.25,153.33
2244,20.25,153.36
2245,20.23,153.38
2246,20.22,153.38
2247,20.2,153.38
2248,20.19,153.37
2249,20.17,153.36
2250,20.15,153.34
2251,20.14,153.33
2252,20.12,153.33
2253,20.1,153.31
2254,20.08,153.28
2255,20.06,153.29
2256,20.03,153.31
2257,20,153.29
2258,19.98,153.27
2259,19.96,153.26
2260,19.95,153.28
2261,19.94,153.31
2262,19.92,153.32
2263,19.91,153.35
2264,19.9,153.36
2265,19.9,153.37
2266,19.89,153.37
2267,19.88,153.37
2268,19.88,153.39
2269,19.88,153.43
2270,19.88,153.46
2271,19.88,153.47
2272,19.89,153.49
2273,19.89,153.48
2274,19.88,153.47
2275,19.87,153.47
2276,19.88,153.46
2277,19.88,153.46
2278,19.89,153.48
2279,19.9,153.49
2280,19.9,153.5
2281,19.9,153.51
2282,19.91,153.52
2283,19.92,153.52
2284,19.92,153.55
2285,19.92,153.58
2286,19.9,153.59
2287,19.89,153.58
2288,19.87,153.56
2289,19.87,153.55
2290,19.86,153.55
2291,19.85,153.56
2292,19.85,153.56
2293,19.85,153.55
2294,19.83,153.54
2295,19.82,153.54
2296,19.83,153.56
2297,19.84,153.6
2298,19.84,153.64
2299,19.85,153.66
2300,19.85,153.67
2301,19.86,153.68
2302,19.86,153.69
2303,19.86,153.68
2304,19.86,153.69
2305,19.87,153.71
2306,19.86,153.72
2307,19.85,153.7
2308,19.82,153.65
2309,19.79,153.62
2310,19.77,153.57
2311,19.76,153.53
2312,19.75,153.53
2313,19.76,153.54
2314,19.77,153.57
2315,19.77,153.59
2316,19.76,153.58
2317,19.75,153.56
2318,19.75,153.56
2319,19.74,153.56
2320,19.74,153.56
2321,19.73,153.57
2322,19.74,153.6
2323,19.75,153.63
2324,19.75,153.65
2325,19.75,153.67
2326,19.75,153.69
2327,19.75,153.7
2328,19.75,153.71
2329,19.75,153.71
2330,19.75,153.71
2331,19.74,153.7
2332,19.73,153.69
2333,19.72,153.69
2334,19.71,153.71
2335,19.69,153.72
2336,19.67,153.71
2337,19.65,153.69
2338,19.64,153.69
2339,19.63,153.71
2340,19.61,153.72
2341,19.59,153.71
2342,19.56,153.71
2343,19.53,153.74
2344,19.5,153.76
2345,19.46,153.76
2346,19.42,153.74
2347,19.38,153.72
2348,19.35,153.72
2349,19.32,153.72
2350,19.29,153.74
2351,19.27,153.76
2352,19.25,153.75
2353,19.23,153.75
2354,19.21,153.76
2355,19.2,153.79
2356,19.19,153.8
2357,19.2,153.83
2358,19.2,153.88
2359,19.21,153.92
2360,19.21,153.94
2361,19.22,153.95
2362,19.22,153.96
2363,19.22,153.98
2364,19.22,153.99
2365,19.22,153.99
2366,19.22,154
2367,19.21,154
2368,19.2,154.01
2369,19.19,154.01
2370,19.19,153.99
2371,19.18,153.98
2372,19.18,153.98
2373,19.17,153.99
2374,19.17,153.99
2375,19.17,154
2376,19.17,154.02
2377,19.19,154.04
2378,19.2,154.05
2379,19.22,154.12
2380,19.24,154.19
2381,19.25,154.18
2382,19.25,154.15
2383,19.24,154.13
2384,19.2,154.09
2385,19.15,154.04
2386,19.12,153.99
2387,19.1,153.92
2388,19.08,153.9
2389,19.08,153.91
2390,19.08,153.93
2391,19.07,153.95
2392,19.07,153.96
2393,19.06,153.97
2394,19.06,153.99
2395,19.07,154
2396,19.07,154.01
2397,19.08,154.02
2398,19.09,154.03
2399,19.09,154.05
2400,19.1,154.08
2401,19.09,154.08
2402,19.09,154.07
2403,19.07,154.05
2404,19.06,154.04
2405,19.06,154.04
2406,19.06,154.06
2407,19.07,154.08
2408,19.07,154.1
2409,19.07,154.11
2410,19.06,154.11
2411,19.06,154.12
2412,19.06,154.14
2413,19.05,154.15
2414,19.04,154.14
2415,19.02,154.12
2416,19.01,154.11
2417,19.01,154.12
2418,19.01,154.12
2419,19.01,154.12
2420,19.01,154.14
2421,19.01,154.15
2422,19,154.15
2423,18.99,154.16
2424,18.97,154.17
2425,18.95,154.16
2426,18.92,154.14
2427,18.9,154.11
2428,18.87,154.07
2429,18.85,154.05
2430,18.83,154.05
2431,18.81,154.03
2432,18.79,154.02
2433,18.78,154.04
2434,18.77,154.05
2435,18.77,154.05
2436,18.76,154.04
2437,18.75,154.05
2438,18.76,154.06
2439,18.76,154.07
2440,18.76,154.09
2441,18.76,154.1
2442,18.76,154.12
2443,18.76,154.13
2444,18.77,154.15
2445,18.78,154.15
2446,18.78,154.15
2447,18.77,154.13
2448,18.77,154.12
2449,18.77,154.11
2450,18.79,154.12
2451,18.79,154.13
2452,18.79,154.13
2453,18.79,154.14
2454,18.8,154.16
2455,18.8,154.15
2456,18.81,154.14
2457,18.81,154.14
2458,18.81,154.17
2459,18.81,154.17
2460,18.8,154.15
2461,18.81,154.13
2462,18.81,154.13
2463,18.82,154.15
2464,18.83,154.17
2465,18.84,154.2
2466,18.84,154.22
2467,18.82,154.21
2468,18.8,154.18
2469,18.79,154.16
2470,18.79,154.13
2471,18.79,154.12
2472,18.8,154.12
2473,18.81,154.13
2474,18.82,154.16
2475,18.82,154.19
2476,18.81,154.2
2477,18.8,154.2
2478,18.79,154.2
2479,18.79,154.19
2480,18.79,154.18
2481,18.79,154.18
2482,18.79,154.19
2483,18.8,154.18
2484,18.81,154.16
2485,18.82,154.15
2486,18.82,154.16
2487,18.83,154.18
2488,18.82,154.19
2489,18.82,154.2
2490,18.83,154.21
2491,18.83,154.21
2492,18.83,154.21
2493,18.83,154.2
2494,18.84,154.16
2495,18.84,154.12
2496,18.84,154.11
2497,18.84,154.11
2498,18.85,154.15
2499,18.85,154.19
2500,18.85,154.22
2501,18.85,154.26
2502,18.85,154.28
2503,18.85,154.28
2504,18.84,154.26
2505,18.82,154.23
2506,18.8,154.19
2507,18.78,154.16
2508,18.77,154.15
2509,18.77,154.13
2510,18.76,154.15
2511,18.75,154.18
2512,18.72,154.17
2513,18.7,154.15
2514,18.67,154.1
2515,18.64,154.07
2516,18.62,154.06
2517,18.61,154.06
2518,18.61,154.05
2519,18.61,154.08
2520,18.61,154.1
2521,18.61,154.09
2522,18.6,154.08
2523,18.61,154.06
2524,18.61,154.05
2525,18.62,154.05
2526,18.62,154.07
2527,18.63,154.09
2528,18.63,154.1
2529,18.64,154.11
2530,18.64,154.12
2531,18.64,154.13
2532,18.64,154.13
2533,18.64,154.13
2534,18.64,154.15
2535,18.63,154.17
2536,18.62,154.16
2537,18.61,154.16
2538,18.62,154.17
2539,18.62,154.17
2540,18.62,154.17
2541,18.62,154.16
2542,18.62,154.15
2543,18.63,154.15
2544,18.63,154.13
2545,18.64,154.11
2546,18.65,154.12
2547,18.65,154.1
2548,18.65,154.1
2549,18.64,154.13
2550,18.63,154.16
2551,18.62,154.18
2552,18.61,154.19
2553,18.6,154.2
2554,18.6,154.21
2555,18.59,154.19
2556,18.59,154.18
2557,18.6,154.2
2558,18.61,154.2
2559,18.6,154.18
2560,18.59,154.17
2561,18.59,154.18
2562,18.6,154.21
2563,18.61,154.24
2564,18.6,154.24
2565,18.6,154.22
2566,18.6,154.23
2567,18.59,154.22
2568,18.59,154.2
2569,18.6,154.18
2570,18.61,154.17
2571,18.62,154.16
2572,18.63,154.16
2573,18.63,154.16
2574,18.63,154.15
2575,18.63,154.15
2576,18.65,154.16
2577,18.66,154.2
2578,18.66,154.23
2579,18.65,154.22
2580,18.63,154.17
2581,18.61,154.13
2582,18.6,154.1
2583,18.6,154.08
2584,18.61,154.07
2585,18.63,154.09
2586,18.63,154.12
2587,18.63,154.12
2588,18.64,154.15
2589,18.65,154.19
2590,18.66,154.22
2591,18.66,154.25
2592,18.66,154.27
2593,18.65,154.26
2594,18.64,154.23
2595,18.63,154.18
2596,18.62,154.15
2597,18.62,154.15
2598,18.6,154.14
2599,18.58,154.09
2600,18.55,154.04
2601,18.55,154.03
2602,18.55,154.05
2603,18.55,154.07
2604,18.55,154.09
2605,18.55,154.09
2606,18.53,154.08
2607,18.52,154.06
2608,18.52,154.06
2609,18.53,154.04
2610,18.53,154.04
2611,18.54,154.07
2612,18.55,154.08
2613,18.55,154.09
2614,18.54,154.1
2615,18.54,154.1
2616,18.55,154.11
2617,18.56,154.11
2618,18.55,154.11
2619,18.55,154.09
2620,18.57,154.09
2621,18.57,154.09
2622,18.59,154.11
2623,18.6,154.13
2624,18.6,154.12
2625,18.6,154.13
2626,18.61,154.17
2627,18.62,154.2
2628,18.63,154.22
2629,18.62,154.24
2630,18.6,154.23
2631,18.58,154.2
2632,18.56,154.14
2633,18.54,154.07
2634,18.55,154.07
2635,18.56,154.06
2636,18.57,154.05
2637,18.58,154.07
2638,18.59,154.11
2639,18.6,154.15
2640,18.6,154.17
2641,18.61,154.17
2642,18.61,154.17
2643,18.61,154.17
2644,18.61,154.16
2645,18.61,154.16
2646,18.63,154.16
2647,18.63,154.14
2648,18.62,154.14
2649,18.63,154.15
2650,18.64,154.16
2651,18.64,154.16
2652,18.63,154.15
2653,18.63,154.15
2654,18.64,154.16
2655,18.64,154.16
2656,18.63,154.13
2657,18.63,154.11
2658,18.65,154.11
2659,18.65,154.11
2660,18.64,154.11
2661,18.65,154.13
2662,18.66,154.15
2663,18.65,154.15
2664,18.64,154.16
2665,18.65,154.18
2666,18.66,154.2
2667,18.66,154.21
2668,18.66,154.21
2669,18.66,154.22
2670,18.66,154.24
2671,18.66,154.27
2672,18.64,154.28
2673,18.61,154.26
2674,18.6,154.2
2675,18.6,154.19
2676,18.6,154.2
2677,18.58,154.19
2678,18.56,154.16
2679,18.53,154.15
2680,18.52,154.14
2681,18.53,154.14
2682,18.53,154.16
2683,18.53,154.19
2684,18.54,154.22
2685,18.55,154.27
2686,18.56,154.29
2687,18.56,154.3
2688,18.55,154.32
2689,18.54,154.34
2690,18.54,154.34
2691,18.53,154.32
2692,18.53,154.33
2693,18.53,154.32
2694,18.53,154.34
2695,18.53,154.38
2696,18.54,154.4
2697,18.54,154.39
2698,18.54,154.38
2699,18.53,154.38
2700,18.54,154.4
2701,18.54,154.41
2702,18.54,154.42
2703,18.54,154.41
2704,18.54,154.41
2705,18.52,154.38
2706,18.52,154.37
2707,18.53,154.37
2708,18.53,154.38
2709,18.53,154.35
2710,18.54,154.32
2711,18.56,154.34
2712,18.58,154.36
2713,18.59,154.38
2714,18.61,154.41
2715,18.62,154.42
2716,18.63,154.41
2717,18.63,154.41
2718,18.63,154.44
2719,18.64,154.46
2720,18.65,154.46
2721,18.64,154.45
2722,18.63,154.45
2723,18.63,154.45
2724,18.62,154.45
2725,18.61,154.45
2726,18.58,154.43
2727,18.55,154.39
2728,18.54,154.37
