MD,Inc,Azi,TVD,NS,EW,Section,DLS,Build,Turn,Rugosity,Target 
7749,24.64,175.41,7142.423125704314,-2610.9889573477076,778.0676873698984,2533.2402888852052,1.0834595679788657,-0.9999999999999377,0.9999999999999377,nan,185
7750,24.630000000000003,175.4,7143.332107351515,-2611.4044537174886,778.1010809137438,2533.6512937267407,1.0833985182422792,-0.9999999999999377,-0.9999999999999377,nan,185
7751,24.630000000000003,175.4,7144.241125371823,-2611.819868103238,778.1345043616196,2534.06221428991,5.729577951308232e-07,0.0,0.0,nan,185
7752,24.62,175.41,7145.150179756809,-2612.2352063282697,778.1678852092203,2534.473062695035,1.0833374886152713,-0.9999999999999377,0.9999999999999377,nan,185
7753,24.61,175.41,7146.059306851488,-2612.650389309299,778.2012171075476,2534.883760713118,0.9999999982653272,-1.0000000000002558,0.0,nan,185
7754,24.61,175.39,7146.968470293584,-2613.065487379092,778.2346151052459,2535.2943683821386,0.8328789523445252,0.0,-2.00000000000242,nan,185
7755,24.6,175.39,7147.877670070663,-2613.4805005341927,778.268079174253,2535.704885701099,0.9999999982653272,-0.9999999999996197,0.0,nan,185
7756,24.6,175.39,7148.78690617971,-2613.895434602276,778.3015368661769,2536.115324789791,5.729577951308232e-07,0.0,0.0,nan,185
7757,24.6,175.4,7149.696142289157,-2614.310371587116,778.3349583480326,2536.525769940056,0.4162807951388295,0.0,1.0000000000024822,nan,185
7758,24.59,175.4,7150.605414720941,-2614.7252323960056,778.3683372561719,2536.9361429147866,0.9999999982653272,-1.0000000000002558,0.0,nan,185
7759,24.59,175.39,7151.514723471243,-2615.1400111951657,778.4017459968162,2537.346431591786,0.41612209328400696,0.0,-1.0000000000024822,nan,185
7760,24.59,175.38,7152.4240322215455,-2615.5547841570833,778.4352271295085,2537.7567081443717,0.41612209328400696,0.0,-0.9999999999973934,nan,185
7761,24.58,175.37,7153.333377280735,-2615.9694721738056,778.4687742476864,2538.166894323991,1.0830935107003745,-1.0000000000002558,-0.9999999999999377,nan,185
7762,24.57,175.38,7154.242794939229,-2616.384001989238,778.502308581709,2538.5769240185373,1.0830325513818109,-0.9999999999996197,0.9999999999999377,nan,185
7763,24.55,175.37,7155.1523214412755,-2616.798294480835,778.5358236960368,2538.9867189674424,2.042733832163413,-2.0000000000001936,-0.9999999999999377,nan,185
7764,24.520000000000003,175.37,7156.06202921031,-2617.2121884435724,778.5693429400643,2539.3961165440837,2.999999999745193,-2.999999999999813,0.0,nan,185
7765,24.49,175.36,7156.971954278913,-2617.625604659041,778.6028597870688,2539.8050384003436,3.0285369884969153,-3.0000000000001315,-0.9999999999999377,nan,185
7766,24.49,175.34,7157.8819879151415,-2618.038774636609,778.6364655726268,2540.2137072042065,0.8290688342412432,0.0,-1.9999999999998754,nan,185
7767,24.48,175.33,7158.792057720511,-2618.4518566523566,778.6701730591108,2540.6222795171507,1.0824846115011475,-0.9999999999999377,-0.9999999999999377,nan,185
7768,24.48,175.32,7159.702163691593,-2618.8648536227824,778.7039461754129,2541.0307613883806,0.4143755804761472,0.0,-1.0000000000024822,nan,185
7769,24.48,175.31,7160.612269662675,-2619.277844692397,778.7377913727696,2541.439231098976,0.4143755804761472,0.0,-0.9999999999973934,nan,185
7770,24.46,175.32,7161.522447937456,-2619.6906774397644,778.7716236093054,2541.8475442193976,2.0424435060091484,-1.9999999999998754,0.9999999999973934,nan,185
7771,24.45,175.32,7162.4327346258,-2620.10327563827,778.8054003627802,2542.2556285191545,0.9999999982653272,-1.0000000000002558,0.0,nan,185
7772,24.440000000000005,175.31,7163.343093553542,-2620.5157125363526,778.8392001380466,2542.663550125804,1.0822414751949794,-0.9999999999996197,-0.9999999999973934,nan,185
7773,24.440000000000005,175.31,7164.253488591145,-2620.928067305256,778.8730294163436,2543.0713873444415,5.729577951308232e-07,0.0,0.0,nan,185
7774,24.43,175.3,7165.1639197301565,-2621.3403399371377,778.9068881692023,2543.479140169737,1.0821807272074342,-1.0000000000002558,-0.9999999999999377,nan,185
7775,24.42,175.27,7166.074423055868,-2621.7524423462323,778.9408777535297,2543.8867120172804,1.5933779183098369,-0.9999999999999377,-2.999999999999813,nan,185
7776,24.43,175.26,7166.984926378417,-2622.1645328744503,778.9750112152234,2544.294259489418,1.0821199960179937,0.9999999999999377,-1.0000000000024822,nan,185
7777,24.43,175.24,7167.8953936150065,-2622.5766936312943,779.0092591330929,2544.701866947428,0.8271624085486247,0.0,-1.999999999997331,nan,185
7778,24.440000000000005,175.21,7168.805824757183,-2622.9889185721477,779.043693520655,2545.1095220933025,1.5937490903118827,1.0000000000002558,-2.999999999999813,nan,185
7779,24.440000000000005,175.19,7169.716219796368,-2623.401207628033,779.0783143999777,2545.517224856405,0.8274802111320294,0.0,-2.00000000000242,nan,185
7780,24.45,175.19,7170.6265787237135,-2623.8135698057863,779.1130138988468,2545.9249936109795,0.9999999982653272,0.9999999999996197,0.0,nan,185
7781,24.47,175.19,7171.536829278692,-2624.2261694598983,779.1477333809032,2546.332997196594,2.000000000501443,1.9999999999998754,0.0,nan,185
7782,24.47,175.19,7172.447007557696,-2624.638927419015,779.182466184027,2546.741157323808,5.729577951308232e-07,0.0,0.0,nan,185
7783,24.48,175.18,7173.357149685248,-2625.0517614892124,779.2172416806463,2547.1493895514923,1.0824238064494942,1.0000000000002558,-0.9999999999973934,nan,185
7784,24.48,175.2,7174.26725565752,-2625.4646777330972,779.2519878031345,2547.557706200294,0.8287511570963838,0.0,1.999999999997331,nan,185
7785,24.47,175.21,7175.177397785072,-2625.8775239170814,779.2866191913623,2547.965963055542,1.0824238064494942,-1.0000000000002558,1.0000000000024822,nan,185
7786,24.45,175.2,7176.087648340446,-2626.29013264636,779.3212306399612,2548.3739850975257,2.0424112945690234,-1.9999999999998754,-1.0000000000024822,nan,185
7787,24.440000000000005,175.19,7176.998007268188,-2626.7024978498353,779.3558941462843,2548.781760003266,1.0822414751949794,-0.9999999999996197,-0.9999999999999377,nan,185
7788,24.440000000000005,175.17,7177.908402307374,-2627.114774795636,779.3906589395248,2549.189438159442,0.8274802111320294,0.0,-1.9999999999998754,nan,185
7789,24.43,175.15000000000003,7178.818833447573,-2627.5269604165333,779.4255609252345,2549.597013381121,1.2978676835279108,-1.0000000000002558,-1.999999999997331,nan,185
7790,24.440000000000005,175.15000000000003,7179.729264586189,-2627.939139943996,779.4605348646634,2550.004576261374,0.9999999982653272,1.0000000000002558,0.0,nan,185
7791,24.440000000000005,175.14,7180.6396596241875,-2628.351395580444,779.4955514974108,2550.4122112400264,0.4137401008918225,0.0,-1.0000000000024822,nan,185
7792,24.43,175.13,7181.5500907631995,-2628.7635659368234,779.5306333369612,2550.819755579979,1.0821807272074342,-1.0000000000002558,-0.9999999999999377,nan,185
7793,24.42,175.14,7182.460594085749,-2629.175577958012,779.5657017137419,2551.2271433606124,1.0821199960179937,-0.9999999999999377,0.9999999999999377,nan,185
7794,24.410000000000004,175.14,7183.371169563706,-2629.5874346921614,779.60072066493,2551.6343807528433,0.9999999982653272,-0.9999999999999377,0.0,nan,185
7795,24.38,175.14,7184.281889260803,-2629.9989746890164,779.6357126848897,2552.0413049602735,2.999999999745193,-3.0000000000001315,0.0,nan,185
7796,24.37,175.13,7185.192753084962,-2630.410194853145,779.6707136489002,2552.4479097725116,1.081816565189306,-0.9999999999999377,-0.9999999999999377,nan,185
7797,24.37,175.12,7186.103652922291,-2630.8213297002426,779.7057796356063,2552.854423925274,0.4126275402373357,0.0,-0.9999999999999377,nan,185
7798,24.37,175.1,7187.014552760801,-2631.232455348834,779.7409532556045,2553.2609195336745,0.8252550765933021,0.0,-1.9999999999998754,nan,185
7799,24.36,175.1,7187.925488601658,-2631.643495655182,779.7761918404484,2553.6673244625254,0.9999999982653272,-1.0000000000002558,0.0,nan,185
7800,24.36,175.1,7188.836460441811,-2632.054456756866,779.8114236350573,2554.073651079917,5.729577951308232e-07,0.0,0.0,nan,185
7801,24.36,175.06,7189.747432288259,-2632.4654055130995,779.8467988780925,2554.479952896483,1.6498741809524857,0.0,-3.999999999999751,nan,185
7802,24.35,175.05,7190.658440118852,-2632.8762596127804,779.8823465700633,2554.8861453867776,1.0816952977356595,-0.9999999999996197,-0.9999999999999377,nan,185
7803,24.34,175.05,7191.569519910643,-2633.2869521954585,779.9179164025662,2555.292175045016,0.9999999982653272,-1.0000000000002558,0.0,nan,185
7804,24.34,175.05,7192.480635673979,-2633.697565566914,779.9534793746337,2555.698126391381,5.729577951308232e-07,0.0,0.0,nan,185
7805,24.35,175.05,7193.39171546577,-2634.108258149592,779.9890492071366,2556.1041560496187,0.9999999982653272,1.0000000000002558,0.0,nan,185
7806,24.37,175.05,7194.302687301298,-2634.5191883471703,780.0246396193202,2556.5104206249234,2.000000000501443,1.9999999999998754,0.0,nan,185
7807,24.39,175.06,7195.213515103038,-2634.930438429371,780.0602215653181,2556.9170046054696,2.042153932775133,1.9999999999998754,0.9999999999999377,nan,185
7808,24.39,175.04,7196.124270851875,-2635.341843771901,780.0958531295142,2557.323738931022,0.8258909549951198,0.0,-1.9999999999998754,nan,185
7809,24.38,175.02,7197.035062632378,-2635.7531574711097,780.1316213995465,2557.730370047285,1.2968551555866237,-0.9999999999999377,-1.9999999999998754,nan,185
7810,24.35,175.02,7197.945998463985,-2636.1641481702823,780.1674338700269,2558.1366755403014,2.999999999745193,-2.999999999999813,0.0,nan,185
